Code Domaine,Domaine,Code zone (M49),Zone,Code Élément,Élément,Code Produit,Produit,Code année,Année,Unité,Valeur,Symbole,Description du Symbole,Note
"MK","Indicateurs macro","250","France","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","40458.149878","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","266","Gabon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","6975.769483","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","270","Gambie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","632.019869","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","268","Géorgie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4306.234809","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","288","Ghana","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1998.626937","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","300","Grèce","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","18690.624484","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","308","Grenade","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","9309.267842","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","304","Groenland","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","50987.224252","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","320","Guatemala","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4322.031108","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","324","Guinée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","843.464278","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","226","Guinée équatoriale","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","8410.394419","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","624","Guinée-Bissau","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","718.245738","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","328","Guyana","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","6220.978568","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","332","Haïti","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1405.447377","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","340","Honduras","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2403.306094","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","348","Hongrie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","14619.783288","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","136","Îles Caïmanes","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","81255.112457","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","184","Îles Cook","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","19868.296031","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","584","Îles Marshall","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4507.623879","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","090","Îles Salomon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2283.581124","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","796","Îles Turques-et-Caïques","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","25659.195864","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","092","Îles Vierges britanniques","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","43569.527611","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","356","Inde","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1937.924539","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","360","Indonésie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3839.785075","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","364","Iran (République islamique d')","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","5960.707147","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","368","Iraq","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4725.193371","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","372","Irlande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","70673.120437","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","352","Islande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","71961.532039","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","376","Israël","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","42991.619562","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","380","Italie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","32694.406225","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","388","Jamaïque","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","5273.149061","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","392","Japon","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","38928.952604","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","400","Jordanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","4073.116404","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","398","Kazakhstan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","9107.697679","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","404","Kenya","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1675.973652","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","417","Kirghizistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1258.390778","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","296","Kiribati","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1563.46714","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","414","Koweït","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","29258.289476","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","426","Lesotho","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1061.916962","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","428","Lettonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","15593.840393","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","422","Liban","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","8679.897422","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","430","Libéria","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","576.029301","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","434","Libye","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","10529.116269","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","438","Liechtenstein","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","170875.739911","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","440","Lituanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","16443.298019","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","442","Luxembourg","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","110203.008207","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","807","Macédoine du Nord","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","5353.775388","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","450","Madagascar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","503.498059","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","458","Malaisie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","9979.705979","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","454","Malawi","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","500.165554","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","462","Maldives","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","10194.746472","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","466","Mali","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","795.682802","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","470","Malte","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","28122.28717","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","504","Maroc","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3336.528682","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","480","Maurice","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","10591.698261","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","478","Mauritanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1634.642174","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","484","Mexique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","9693.330262","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","583","Micronésie (États fédérés de)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3320.355058","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","492","Monaco","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","173611.784301","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","496","Mongolie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3708.248167","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","499","Monténégro","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","7679.175158","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","500","Montserrat","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","12697.737107","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","508","Mozambique","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","464.294722","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","104","Myanmar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1233.563605","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","516","Namibie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","5450.334422","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","520","Nauru","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","11020.663091","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","524","Népal","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1044.692515","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","558","Nicaragua","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2127.277953","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","562","Niger","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","514.543477","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","566","Nigéria","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1941.873934","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","578","Norvège","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","76125.721765","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","540","Nouvelle-Calédonie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","32260.577425","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","554","Nouvelle-Zélande","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","43519.867644","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","512","Oman","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","17802.548365","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","800","Ouganda","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","787.332281","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","860","Ouzbékistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1943.340034","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","586","Pakistan","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","1558.080077","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","585","Palaos","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","16012.980378","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","275","Palestine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3430.798092","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","591","Panama","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","15687.956548","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","598","Papouasie-Nouvelle-Guinée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2495.140473","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","600","Paraguay","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","6136.058354","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","528","Pays-Bas (Royaume des)","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","48460.51296","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","604","Pérou","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","6676.307788","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","608","Philippines","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","3077.434432","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","616","Pologne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","13615.440435","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","258","Polynésie française","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","19743.958993","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","630","Porto Rico","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","30728.74708","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","620","Portugal","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","21475.355853","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","634","Qatar","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","59407.698046","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","760","République arabe syrienne","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","892.713972","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","140","République centrafricaine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","414.740323","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","410","République de Corée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","31524.94267","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","498","République de Moldova","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2991.474964","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","180","République démocratique du Congo","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","446.618447","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","418","République démocratique populaire lao","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","2439.462412","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","214","République dominicaine","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","7513.497951","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","408","République populaire démocratique de Corée","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","680.534037","X","Ciffre de sources internationales",""
"MK","Indicateurs macro","834","République-Unie de Tanzanie","6119","Valeur US $ par habitant","22008","Produit Intérieur Brut","2017","2017","USD","972.118866","X","Ciffre de sources internationales",""
